asset,name,px
MALA199,Oceancash Pacific,0.078970417
MALA200,OCK Group,0.174692135
MALA201,Olympia Industries,0.022733908
MALA202,OpenSys (M),0.08136346
MALA203,Padini Holdings,0.327846884
MALA204,Palette Multimedia,0.010768693
MALA205,Pan Malaysia Holdings,0.056236509
MALA206,Pantech Group Holdings,0.123241712
MALA207,Parkson Holdings,0.251269509
MALA208,Pasukhas Group,0.039485209
MALA209,PDZ Holdings,0.015554779
MALA210,Pentamaster,0.159137356
MALA211,Perdana Petroleum,0.363742528
MALA212,Perisai Petroleum Teknologi,0.069398245
MALA213,Perwaja Holdings,0.038288687
MALA214,Peterlabs Holdings,0.045467816
MALA215,Petronas Chemicals Group,1.452577068
MALA216,Petronas Dagangan,5.063678873
MALA217,Petronas Gas,5.10196756
MALA218,PJ Development Holdings,0.370921657
MALA219,PPB Group,3.670927878
MALA220,Press Metal,0.411603387
MALA221,Priceworth International,0.028716515
MALA222,Prinsiptek,0.028716515
MALA223,Privasia Technology,0.041878252
MALA224,Protasco,0.358956442
MALA225,Public Bank,4.307477302
MALA226,PUC Founder (MSC),0.020340865
MALA227,QL Resources,0.923714577
MALA228,RCE Capital,0.088542589
MALA229,RGB International,0.025126951
MALA230,RHB Capital,1.550691829
MALA231,Salcon,0.142386055
MALA232,Sanichi Technology,0.014358258
MALA233,SapuraKencana Petroleum,0.411603387
MALA234,Sarawak Consolidated Industries,0.20340865
MALA235,Scanwolf,0.071791288
MALA236,SCH Group,0.050253902
MALA237,Scicom (MSC),0.425961644
MALA238,Scomi Energy Services,0.063415638
MALA239,Scomi Group,0.037092166
MALA240,Sedania Innovator,0.119652147
MALA241,Sersol,0.039485209
MALA242,Signature International,0.457071203
MALA243,Sime Darby,1.782816994
MALA244,Sinotop Holdings,0.010768693
MALA245,SKP Resources,0.303916454
MALA246,SMRT Holdings,0.043074773
MALA247,SMTrack,0.017947822
MALA248,Solution Engineering Holdings,0.074184331
MALA249,Success Transformer,0.335026012
MALA250,Sumatec Resources,0.03230608
MALA251,Sunway,0.813634601
MALA252,Sunway Construction Group,0.26802081
MALA253,Sunzen Biotech,0.101704325
MALA254,Supermax,0.488180761
MALA255,Sycal Ventures,0.086149546
MALA256,SYF Resources,0.094525196
MALA257,Symphony House,0.029913037
MALA258,Systech,0.041878252
MALA259,TA Enterprise,0.141189534
MALA260,Talam Transform,0.014358258
MALA261,Tambun Indah Land,0.330239926
MALA262,Tecnic Group,0.191443436
MALA263,Telekom Malaysia,1.553084872
MALA264,Tenaga Nasional,2.675422013
MALA265,Teo Seng Capital,0.282379068
MALA266,TH Heavy Engineering,0.037092166
MALA267,Tiger Synergy,0.021537387
MALA268,TIME dotCom,1.440611853
MALA269,TMC Life Sciences,0.124438233
MALA270,Tong Herr Resources,0.409210344
MALA271,Top Glove,1.847429154
MALA272,TRC Synergy,0.071791288
MALA273,Trive Property Group,0.016751301
MALA274,Tune Ins Holdings,0.313488626
MALA275,UEM Sunrise,0.202212129
MALA276,UMW Holdings,2.034086504
MALA277,UMW Oil&Gas,0.239304295
MALA278,Unisem (M),0.423568601
MALA279,UOA Development,0.452285117
MALA280,Uzma,0.409210344
MALA281,VisDynamics Holdings,0.035895644
MALA282,VS Industry,1.306601448
MALA283,Vsolar Group,0.023930429
MALA284,WCT Holdings,0.282379068
MALA285,Wellcall Holdings,0.481001632
MALA286,Westports Holdings,1.005078037
MALA287,Wing Tai Malaysia,0.320667755
MALA288,Wintoni Group,0.047860859
MALA289,WTK Holdings,0.217766908
MALA290,Xidelang Holdings,0.039485209
MALA291,XingHe Holdings,0.014358258
MALA292,Xingquan International Sports Holdings,0.116062583
MALA293,Xin Hwa Holdings,0.24409038
MALA294,XOX,0.015554779
MALA295,Yinson Holdings,0.646121595
MALA296,YNH Property,0.425961644
MALA297,Yong Tai,0.111276497
MALA298,YTL,0.3733147
MALA299,YTL Power International,0.370921657
MALA300,Zelan,0.058629552
NEW 001,a2 Milk,0.472250435
NEW 002,Abano Healthcare Group,5.013617632
NEW 003,Air New Zealand,1.610826826
NEW 004,Airwork Holdings,2.134830734
NEW 005,AMP,4.399045148
NEW 006,APN News&Media,0.36874349
NEW 007,Argosy Property,0.724548613
NEW 008,Arvida Group,0.562819012
NEW 009,Auckland International Airport,3.215184469
NEW 010,Australasian Food,0.006469184
NEW 011,Australia&New Zealand Banking Group,20.37792973
NEW 012,AWF Madison Group,1.377936201
NEW 013,Barramundi,0.420496963
NEW 014,BLIS Technologies,0.012938368
NEW 015,Burger Fuel Worldwide,2.005447053
NEW 016,Cavalier,0.291113282
NEW 017,Chorus Ltd,1.688457035
NEW 018,Coats Group,0.394620227
NEW 019,Colonial Motor,3.6486198
NEW 020,Comvita,3.719780824
NEW 021,Contact Energy,3.396321622
NEW 022,Delegat's Group,3.428667542
NEW 023,Diligent,3.351037334
NEW 024,Ebos Group,7.012595501
NEW 025,EROAD,2.335375439
NEW 026,Evolve Education Group,0.569288196
NEW 027,Fisher&Paykel Healthcare,4.728973535
NEW 028,Fletcher Building,4.69015843
NEW 029,Fliway Group,0.679264324
NEW 030,Fonterra Co-Operative Group,3.13755426
NEW 031,Freightways,3.448075094
NEW 032,Genesis Energy,1.177391496
NEW 033,Gentrack Group,1.229144968
NEW 034,GeoOP,0.310520834
NEW 035,Green Cross Health,1.481443146
NEW 036,Hallenstein Glasson Holdings,2.134830734
NEW 037,Heartland New Zealand,0.724548613
NEW 038,Hellaby Holdings,1.863125004
NEW 039,Infratil,1.960162765
NEW 040,Intueri Education Group,0.840993925
NEW 041,Just Water International,0.090568577
NEW 042,Kathmandu Holding,1.119168839
NEW 043,Mainfreight,9.179772155
NEW 044,Meridian Energy,1.423220489
NEW 045,Methven,0.679264324
NEW 046,MetlifeCare,2.846440978
NEW 047,Metro Performance Glass,0.87980903
NEW 048,Michael Hill International,0.569288196
NEW 049,Mighty River Power,1.79196398
NEW 050,Millennium&Copthorne Hotels New Zealand,0.925093318
NEW 051,Moa Group,0.174667969
NEW 052,New Zealand Oil&Gas,0.30405165
NEW 053,New Zealand Refining,2.037792973
NEW 054,Nuplex Industries,2.555327697
NEW 055,NZ Windfarms,0.03234592
NEW 056,NZX,0.666325956
NEW 057,OceanaGold,1.772556427
NEW 058,Opus International Consultants,0.815117189
NEW 059,Orion Health Group,2.458289936
NEW 060,Pacific Brands,0.375212674
NEW 061,Pacific Edge,0.36874349
NEW 062,Pan Pacific Petroleum,0.025876736
NEW 063,PGG Wrightson,0.27170573
NEW 064,Port of Tauranga,11.107589
NEW 065,Precinct Properties New Zealand,0.750425349
NEW 066,Property for Industry,0.97684679
NEW 067,Pumpkin Patch,0.097037761
NEW 068,Pushpay Holdings,3.784472664
NEW 069,Pyne Gould,0.187606337
NEW 070,Rakon,0.213483073
NEW 071,Restaurant Brands New Zealand,2.555327697
NEW 072,Rubicon,0.194075521
NEW 073,Ryman Healthcare,5.013617632
NEW 074,Scales,1.293836808
NEW 075,Scott Technology,0.905685766
NEW 076,SeaDragon,0.006469184
NEW 077,Sealegs,0.038815104
NEW 078,Seeka Kiwifruit Industries,2.257745231
NEW 079,Serko,0.517534723
NEW 080,Skellerup Holdings,0.821586373
NEW 081,Skycity Entertainment Group,2.561796881
NEW 082,Sky Network Television,3.202246101
NEW 083,SLI Systems,0.627510852
NEW 084,Smartpay Holdings,0.097037761
NEW 085,Smiths City Group,0.355805122
NEW 086,Solution Dynamics,0.711610245
NEW 087,Spark New Zealand,2.115423182
NEW 088,Steel&Tube Holdings,1.707864587
NEW 089,Summerset Group Holdings,2.471228304
NEW 090,Synlait Milk,1.371467017
NEW 091,TeamTalk,0.485188803
NEW 092,Telstra,4.224377179
NEW 093,T&G Global,1.255021704
NEW 094,Tourism Holdings,1.287367624
NEW 095,Tower,1.345590281
NEW 096,Trade Me Group,2.303029519
NEW 097,Trilogy International,0.87980903
NEW 098,TruScreen,0.168198785
NEW 099,TrustPower,4.877764768
NEW 100,Turners,0.174667969
NEW 101,Vector,2.070138893
NEW 102,Vista Group International,3.558051223
NEW 103,VMob Group,0.226421441
NEW 104,Warehouse Group,1.701395403
NEW 105,Wellington Drive Technologies,0.038815104
NEW 106,Westpac Banking,22.48041455
NEW 107,Wynyard Group,0.866870662
NEW 108,Xero,9.21858726
NEW 109,Z Energy,3.765065112
PHIL001,2Go Group,0.190646525
PHIL002,8990 Holdings,0.145397463
PHIL003,AbaCore Capital Holdings,0.009328598
PHIL004,Aboitiz Equity Ventures,1.181622447
PHIL005,Aboitiz Power,0.927498563
PHIL006,Abra Mining&Industrial,0.000107225
PHIL007,A Brown Co Inc.,0.014153735
PHIL008,ABS CBN,1.306003757
PHIL009,ABS-CBN,1.361760896
PHIL010,Acesite (Philippines) Hotel,0.023375108
PHIL011,AG Finance,0.055328238
PHIL012,Alliance Global Group,0.424612059
PHIL013,Alliance Select Foods International,0.021230603
PHIL014,Alsons Consolidated Resources,0.03602769
PHIL015,Anchor Land Holdings,0.180138449
PHIL016,Anglo-Philippine Holdings,0.023375108
PHIL017,APC Group,0.011365878
PHIL018,Apex Mining A,0.04825137
PHIL019,Araneta Properties,0.025090713
PHIL020,Arthaland,0.004353346
PHIL021,Asian Terminals,0.246618115
PHIL022,Asia United Bank,1.458263637
PHIL023,A. Soriano,0.143681858
PHIL024,Atlas Consolidated Mining&Development,0.098003894
PHIL025,ATN Holdings A,0.004932362
PHIL026,Ayala,15.82644947
PHIL027,Ayala Land,0.770949673
PHIL028,Bank of the Philippine Islands,1.814251525
PHIL029,BDO Unibank,2.112337768
PHIL030,Belle,0.066265215
PHIL031,Benguet A,0.132959332
PHIL032,Berjaya Philippines,0.579016444
PHIL033,Bloomberry Resorts,0.150544275
PHIL034,Boulevard Holdings,0.001308148
PHIL035,Bright Kindle Resources&Investments,0.028736372
PHIL036,Calata,0.085780214
PHIL037,Cebu Air,1.918260034
PHIL038,Cebu Holdings,0.101220652
PHIL039,Central Azucarera de Tarlac,1.930054814
PHIL040,Century Pacific Food,0.366710415
PHIL041,Century Peak Metals Holdings,0.015225988
PHIL042,Century Properties Group,0.015440439
PHIL043,China Banking,0.911414773
PHIL044,Cirtek Holdings Philippines,0.579016444
PHIL045,Citystate Savings Bank,0.21659504
PHIL046,Coal Asia Holdings,0.015011537
PHIL047,COL Financial Group,0.335829538
PHIL048,Concepcion Industrial,0.943582353
PHIL049,Cosco Capital,0.149043122
PHIL050,Crown Asia Chemicals,0.058973897
PHIL051,Crown Equities,0.002466181
PHIL052,Cyber Bay,0.008685247
PHIL053,Da Vinci Capital Holdings,0.026162965
PHIL054,Del Monte Pacific,0.233751083
PHIL055,DFNN,0.098647246
PHIL056,Dizon Copper-Silver Mines,0.12824142
PHIL057,D&L Industries,0.24447361
PHIL058,DMCI Holdings,0.244044709
PHIL059,DoubleDragon Properties,0.295941738
PHIL060,East West Banking,0.446057112
PHIL061,EEI,0.178637296
PHIL062,Emperador,0.183355207
PHIL063,Empire East Land Holdings,0.017799394
PHIL064,Energy Development,0.128670321
PHIL065,Ever Gotesco Resources&Holdings,0.003624214
PHIL066,Federal Resources Investment Group,0.283503607
PHIL067,Filinvest Development,0.089640324
PHIL068,Filinvest Land,0.038386646
PHIL069,First Abacus Financial Holdings,0.01586934
PHIL070,First Gen,0.500741999
PHIL071,First Philippine Holdings,1.501153744
PHIL072,F&J Prince Holdings A,0.066479666
PHIL073,Forum Pacific,0.00416034
PHIL074,Geograce Resources Philippines,0.006326291
PHIL075,Ginebra San Miguel,0.291652727
PHIL076,Global-Estate Resorts,0.023375108
PHIL077,Global Ferronickel Holdings,0.024876262
PHIL078,Globe Telecom A,55.24245777
PHIL079,GMA Holdings,0.127598068
PHIL080,GMA Network,0.134889386
PHIL081,Grand Plaza Hotel,0.366710415
PHIL082,GT Capital Holdings,27.23521792
PHIL083,Harbor Star Shipping Services,0.025734064
PHIL084,Holcim Philippines,0.280930201
PHIL085,Integrated Micro Electronics,0.123737959
PHIL086,International Container Terminal Services,1.993317721
PHIL087,Ionics,0.010722527
PHIL088,IP E-Game Ventures,0.000257341
PHIL089,IRC Properties,0.030023075
PHIL090,I-Remit,0.034955437
PHIL091,iRipple,1.221295796
PHIL092,Island Information&Technology,0.003667104
PHIL093,ISM Communications,0.028950822
PHIL094,Jackstones,0.046750217
PHIL095,JG Summit Holdings,1.522598797
PHIL096,Jollibee Foods,4.106727742
PHIL097,Lafarge Republic,0.218739546
PHIL098,Leisure&Resorts World,0.164912461
PHIL099,Leisure&Resorts World pfd.,0.022731757
PHIL100,Lepanto Consolidated Mining,0.003903
PHIL101,Lepanto Consolidated Mining B,0.004374791
PHIL102,Liberty Telecoms Holdings,0.053612634
PHIL103,Lodestar Investment Holdings,0.01222368
PHIL104,Lopez Holdings,0.144968562
PHIL105,LT Group,0.278785695
PHIL106,Mabuhay Holdings,0.01200923
PHIL107,Mabuhay Vinyl,0.036456591
PHIL108,Macay Holdings,1.070108169
PHIL109,Macroasia,0.045034612
PHIL110,Makati Finance,0.096717191
PHIL111,Manila Broadcasting,0.750576872
PHIL112,Manila Bulletin Publishing,0.012867032
PHIL113,Manila Electric,6.090395189
PHIL114,Manila Jockey Club,0.042890107
PHIL115,Manila Mining A,0.000257341
PHIL116,Manila Mining B,0.000257341
PHIL117,Manila Water,0.484658209
PHIL118,Manulife Financial,15.54766378
PHIL119,Marcventures Holdings,0.049752524
PHIL120,Max's Group,0.471791177
PHIL121,Medco Holdings,0.008685247
PHIL122,Megawide Construction,0.126525816
PHIL123,MegaWorld,0.092857082
PHIL124,Melco Crown (Philippines) Resorts,0.128884771
PHIL125,Metro Pacific Investments,0.107225267
PHIL126,Metropolitan Bank&Trust,1.796023229
PHIL127,Millennium Global Holdings,0.006540741
PHIL128,Minerales Industrias,0.156119989
PHIL129,MRC Allied,0.001779939
PHIL130,National Reinsurance of the Philippines,0.020587251
PHIL131,Nickel Asia,0.172632681
PHIL132,NiHAO Mineral Resources International,0.070339775
PHIL133,Now,0.009006922
PHIL134,Omico,0.011580329
PHIL135,Oriental Peninsula Resources Group,0.029165273
PHIL136,Oriental Petroleum&Minerals A,0.000193005
PHIL137,Pacifica,0.000922137
PHIL138,Pacific Online Systems,0.411745027
PHIL139,PAL Holdings,0.099719499
PHIL140,Panasonic Manufacturing Philippines,0.084493511
PHIL141,Pepsi-Cola Products Philippines,0.094143785
PHIL142,PetroEnergy Resources,0.085994664
PHIL143,Petron,0.169630373
PHIL144,Philex Mining,0.109369773
PHIL145,Philex Petroleum,0.035813239
PHIL146,Philippine Bank of Communications,0.536126337
PHIL147,Philippine Business Bank,0.400593599
PHIL148,Philippine Long Distance Telephone,53.99864467
PHIL149,Philippine National Bank,1.286703209
PHIL150,Philippine Savings Bank,2.005112501
PHIL151,Philippine Seven,2.144505348
PHIL152,Philippine Stock Exchange,6.433516045
PHIL153,Philodrill,0.000214451
PHIL154,Philweb,0.396304588
PHIL155,Phinma,0.246618115
PHIL156,Phoenix Petroleum Philippines,0.071840929
PHIL157,Phoenix Semiconductor Philippines,0.045892414
PHIL158,Premiere Horizon Alliance,0.013724834
PHIL159,Premium Leisure,0.026806317
PHIL160,Prime Orion Philippines,0.037743294
PHIL161,Primex,0.158907846
PHIL162,Pryce,0.051039227
PHIL163,Puregold Price Club,0.679808195
PHIL164,Republic Glass Holdings,0.059831699
PHIL165,RFM,0.087495818
PHIL166,Rizal Commercial Banking A,0.750576872
PHIL167,Robinsons Land,0.621906551
PHIL168,Robinsons Retail Holdings,1.490431217
PHIL169,Rockwell Land,0.034312086
PHIL170,Roxas&,0.036456591
PHIL171,San Miguel,1.115142781
PHIL172,San Miguel Pure Foods,3.195312969
PHIL173,SBS Philippines,0.103794059
PHIL174,Security Bank,2.828602555
PHIL175,Semirara Mining,2.744966846
PHIL176,Shang Properties,0.069696424
PHIL177,SM Investments,18.82875696
PHIL178,SM Prime Holdings,0.418178543
PHIL179,Solid Group,0.025305163
PHIL180,Splash,0.038815547
PHIL181,SSI Group,0.155691088
PHIL182,Sta. Lucia Land,0.015011537
PHIL183,STI Education Systems Holdings,0.01200923
PHIL184,Sun Life Financial,30.77365175
PHIL185,Suntrust Home Developers,0.014153735
PHIL186,Swift Foods,0.002959417
PHIL187,TKC Steel,0.023160658
PHIL188,Top Frontier Investment Holdings,1.490431217
PHIL189,Trans-Asia Oil&Energy Development,0.039244448
PHIL190,Trans-Asia Petroleum,0.060903952
PHIL191,Travellers International Hotel Group,0.086209115
PHIL192,Unioil Resources&Holdings,0.006004615
PHIL193,Union Bank of the Philippines,1.158032888
PHIL194,Universal Robina,4.160340376
PHIL195,Vantage Equities,0.062619556
PHIL196,Vista Land&Lifescapes,0.125024662
PHIL197,Vitarich,0.014797087
PHIL198,Vulcan Industrial&Mining,0.021873955
PHIL199,Xurpas,0.230748775
PHIL200,Yehey!,0.050824777
PHIL201,Zeus Holdings,0.005339818
SING001,800 Super Holdings,0.334815068
SING002,Ace Achieve Infocom,0.01139796
SING003,Addvalue Technologies,0.033481507
SING004,Advanced Systems Automation,0.003561862
SING005,Albedo,0.006411352
SING006,Alliance Mineral Assets,0.053427936
SING007,Annica Holdings,0.002137117
SING008,ARA Asset Management,1.050749416
SING009,Artivision Technologies,0.043454722
SING010,AsiaMedic,0.051290819
SING011,Asian Micro Holdings,0.007836097
SING012,Asian Pay Television Trust,0.577021713
SING013,Asia-Pacific Strategic Investments,0.022083547
SING014,Asiatic Group (Holdings),0.013535077
SING015,Asiatravel.com Holdings,0.136775517
SING016,Aspial,0.23508292
SING017,Asti Holdings,0.029207272
SING018,Attilan Group,0.00569898
SING019,AusGroup,0.081922836
SING020,Avi-Tech Electronics,0.078360973
SING021,Baker Technology,0.133213655
SING022,Beng Kuang Marine,0.12324044
SING023,BH Global,0.071237249
SING024,Biosensors International Group,0.49866074
SING025,Blumont Group,0.004274235
SING026,Boustead Singapore,0.580583576
SING027,BreadTalk Group,0.840599533
SING028,Bumitama Agri,0.512908189
SING029,Cacola Furniture International,0.00854847
SING030,CapitaLand,2.030261583
SING031,CDW Holding,0.118966205
SING032,CEFC International,0.206588021
SING033,Centurion,0.309882031
SING034,C&G Environmental Protection Holdings,0.141049752
SING035,Charisma Energy Services,0.009260842
SING036,Chasen Holdings,0.044879467
SING037,China Aviation Oil (Singapore),0.427423491
SING038,China Bearing (Singapore),0.018521685
SING039,China Environment,0.074086738
SING040,China Essence Group,0.009260842
SING041,China Everbright Water Investments,0.516470052
SING042,China Fishery Group,0.042029977
SING043,China Merchants Holdings (Pacific),0.655382686
SING044,China New Town Development,0.039180487
SING045,China Sports International,0.00854847
SING046,China Sunsine Chemical Holdings,0.245768507
SING047,China Yongsheng,0.012822705
SING048,Chinese Global Investors Group,0.01994643
SING049,Chip Eng Seng,0.455918391
SING050,Chiwayland International,0.044167094
SING051,Chosen Holdings,0.121103323
SING052,Chuan Hup Holdings,0.23508292
SING053,City Developments,6.233259247
SING054,Civmec,0.242206645
SING055,CMC Infocomm,0.11754146
SING056,CNMC Goldmine Holdings,0.14033738
SING057,Cogent Holdings,0.238644783
SING058,ComfortDelGro,2.001766684
SING059,Cordlife Group,0.822790221
SING060,CosmoSteel Holdings,0.096170286
SING061,Courts Asia,0.274263407
SING062,CPH,0.004274235
SING063,CSE Global,0.36687183
SING064,CWT,1.446116145
SING065,Dairy Farm International Holdings,4.737277027
SING066,Dapai International Holdings,0.006411352
SING067,Darco Water Technologies,0.015672195
SING068,DBS Group Holdings,12.82982846
SING069,Debao Property Development,0.027070154
SING070,Declout,0.142474497
SING071,Del Monte Pacific,0.23508292
SING072,Dragon Group International,0.042029977
SING073,Dyna-Mac Holdings,0.146036359
SING074,Ecowise Holdings,0.034193879
SING075,Edition,0.007123725
SING076,Ellipsiz,0.069812504
SING077,EMS Energy,0.01424745
SING078,Europtronic Group,0.007123725
SING079,Ezion Holdings,0.502222602
SING080,Ezra Holdings,0.086909443
SING081,Falcon Energy Group,0.160283809
SING082,Federal International (2000),0.188778709
SING083,First Resources,1.125548527
SING084,First Ship Lease Trust,0.115404343
SING085,Foreland Fabrictech Holdings,0.012110332
SING086,Fragrance Group,0.141762125
SING087,Fu Yu,0.099732148
SING088,Gallant Venture,0.163845672
SING089,Genting Hong Kong,0.22083547
SING090,Genting Singapore,0.544964951
SING091,Geo Energy Resources,0.141049752
SING092,GKE,0.053427936
SING093,Global Invacom Group,0.141049752
SING094,Global Logistic Properties,1.581466917
SING095,Golden Agri-Resources,0.22083547
SING096,Great Group Holdings,0.012822705
SING097,GSS Energy,0.064113524
SING098,GuocoLand,1.399811934
SING099,GuocoLeisure,0.580583576
SING100,Hai Leck Holdings,0.142474497
SING101,Halcyon Agri,0.395366729
SING102,Health Management International,0.188778709
SING103,Healthway Medical,0.037755742
SING104,Hi-P International,0.267139682
SING105,HLH Group,0.007836097
SING106,Hock Lian Seng Holdings,0.274263407
SING107,Hongkong Land Holdings,4.965236223
SING108,Hour Glass,0.520031914
SING109,Hu An Cable Holdings,0.00854847
SING110,Hutchison Port Holdings Trust,0.398928592
SING111,Hyflux,0.487975152
SING112,ICP,0.006411352
SING113,iFAST,0.926084231
SING114,Imperium Crown,0.044879467
SING115,Indofood Agri Resources,0.356186243
SING116,Infinio Group,0.001424745
SING117,Informatics Education,0.022083547
SING118,Innopac Holdings,0.003561862
SING119,Innovalues,0.477289565
SING120,Interplex Holdings,0.463042115
SING121,Interra Resources,0.062688779
SING122,IPCO International,0.003561862
SING123,IPS Securex Holdings,0.534279364
SING124,ISDN Holdings,0.142474497
SING125,ISOTeam,0.406052317
SING126,ISR Capital,0.00569898
SING127,iX Biopharma,0.199464296
SING128,Jadason Enterprises,0.012822705
SING129,Japfa,0.213711746
SING130,Jardine Cycle&Carriage,20.61605973
SING131,Jardine Matheson Holdings,36.14577991
SING132,Jardine Strategic Holdings,20.60181228
SING133,Jason Holdings,0.064825896
SING134,Jasper Investments,0.004274235
SING135,Jaya Holdings,0.022083547
SING136,JB Foods,0.213711746
